sale_id,date,store_id,region,product_id,category,units_sold,unit_price,revenue,promotion_flag,on_hand_units,lead_time_days,safety_stock,recommended_reorder_qty,stockout_risk_flag
SALE-508972,2025-09-16,STORE-05,East,PROD-1128,Grocery,8,62.87,502.96,False,85,7,35,6,False
SALE-508973,2025-04-02,STORE-12,Midwest,PROD-1117,Seasonal,19,111.66,2121.54,False,387,14,109,0,False
SALE-508974,2025-01-11,STORE-01,East,PROD-1549,Seasonal,5,95.14,475.7,False,80,5,20,0,False
SALE-508975,2024-12-23,STORE-11,South,PROD-1103,Household,5,107.61,538.05,False,70,7,28,0,False
SALE-508976,2024-10-13,STORE-03,South,PROD-1554,Health,10,72.11,721.1,False,207,3,17,0,False
SALE-508977,2025-07-08,STORE-10,West,PROD-1686,Seasonal,11,90.17,991.87,False,160,5,29,0,False
SALE-508978,2025-06-06,STORE-01,East,PROD-1738,Seasonal,20,57.7,1154.0,True,186,5,40,0,False
SALE-508979,2024-12-15,STORE-09,East,PROD-1204,Household,6,47.2,283.2,False,68,3,13,0,False
SALE-508980,2024-09-19,STORE-02,West,PROD-1329,Household,4,24.39,97.56,True,80,5,18,0,False
SALE-508981,2024-03-19,STORE-04,Midwest,PROD-1309,Health,5,140.49,702.45,False,28,7,28,35,False
SALE-508982,2025-04-18,STORE-03,South,PROD-1786,Grocery,24,129.48,3107.52,False,110,5,44,54,False
SALE-508983,2024-02-05,STORE-06,West,PROD-1558,Household,5,97.62,488.1,False,87,7,28,0,False
SALE-508984,2024-04-22,STORE-10,West,PROD-1288,Grocery,22,25.26,555.72,True,606,14,118,0,False
SALE-508985,2024-10-26,STORE-01,East,PROD-1374,Grocery,8,95.49,763.92,False,145,7,35,0,False
SALE-508986,2024-05-23,STORE-09,East,PROD-1215,Household,29,56.19,1629.51,True,105,10,96,281,False
SALE-508987,2025-08-24,STORE-09,East,PROD-1362,Electronics,4,107.63,430.52,False,46,7,25,7,False
SALE-508988,2025-07-26,STORE-12,Midwest,PROD-1633,Seasonal,5,12.37,61.85,False,59,3,12,0,False
SALE-508989,2025-03-16,STORE-05,East,PROD-1505,Electronics,6,329.93,1979.58,False,52,14,61,93,True
SALE-508990,2025-08-15,STORE-11,South,PROD-1327,Grocery,10,55.58,555.8,True,106,3,17,0,False
SALE-508991,2024-03-20,STORE-12,Midwest,PROD-1395,Electronics,4,786.67,3146.68,False,51,14,50,55,False
SALE-508992,2024-05-21,STORE-01,East,PROD-1019,Electronics,3,763.81,2291.43,False,12,14,43,73,True
SALE-508993,2024-02-07,STORE-12,Midwest,PROD-1657,Household,27,92.6,2500.2,True,451,14,130,57,False
SALE-508994,2025-05-07,STORE-12,Midwest,PROD-1581,Grocery,26,118.11,3070.86,False,375,10,91,0,False
SALE-508995,2025-05-19,STORE-11,South,PROD-1407,Health,3,83.92,251.76,False,19,10,31,42,True
SALE-508996,2024-05-29,STORE-02,West,PROD-1259,Grocery,12,65.26,783.12,False,220,3,18,0,False
SALE-508997,2025-04-22,STORE-01,East,PROD-1448,Household,7,84.8,593.6,True,135,7,33,0,False
SALE-508998,2024-12-21,STORE-09,East,PROD-1680,Apparel,2,27.13,54.26,False,28,3,7,0,False
SALE-508999,2024-01-11,STORE-10,West,PROD-1552,Grocery,15,8.26,123.9,True,62,5,34,47,False
SALE-509000,2024-10-26,STORE-09,East,PROD-1312,Grocery,12,24.93,299.16,False,207,7,43,0,False
SALE-509001,2025-01-23,STORE-11,South,PROD-1507,Grocery,3,135.85,407.55,False,69,5,15,0,False
SALE-509002,2024-03-27,STORE-11,South,PROD-1675,Grocery,12,122.74,1472.88,False,147,5,31,0,False
SALE-509003,2024-01-04,STORE-08,Midwest,PROD-1458,Household,4,92.63,370.52,False,0,3,10,22,True
SALE-509004,2024-10-26,STORE-01,East,PROD-1108,Apparel,4,125.89,503.56,False,110,7,25,0,False
SALE-509005,2025-06-29,STORE-06,West,PROD-1222,Health,13,47.86,622.18,False,135,10,64,59,False
SALE-509006,2024-04-30,STORE-10,West,PROD-1198,Household,9,28.96,260.64,True,91,10,54,53,False
SALE-509007,2025-01-12,STORE-07,South,PROD-1663,Health,4,117.5,470.0,False,22,5,18,16,False
SALE-509008,2025-06-10,STORE-09,East,PROD-1631,Grocery,10,126.04,1260.4,False,123,10,56,33,False
SALE-509009,2024-10-09,STORE-01,East,PROD-1044,Grocery,3,150.41,451.23,False,44,10,31,17,False
SALE-509010,2024-12-05,STORE-12,Midwest,PROD-1343,Grocery,22,20.0,440.0,False,213,10,84,91,False
SALE-509011,2025-01-18,STORE-05,East,PROD-1749,Seasonal,7,146.24,1023.68,False,156,7,33,0,False
SALE-509012,2025-04-02,STORE-08,Midwest,PROD-1061,Grocery,44,135.35,5955.4,False,603,7,83,0,False
SALE-509013,2024-08-24,STORE-05,East,PROD-1722,Household,9,103.96,935.64,True,151,7,37,0,False
SALE-509014,2024-08-29,STORE-10,West,PROD-1350,Apparel,8,81.1,648.8,False,49,3,15,0,False
SALE-509015,2024-04-10,STORE-05,East,PROD-1767,Household,4,114.43,457.72,False,38,5,18,0,False
SALE-509016,2025-01-31,STORE-08,Midwest,PROD-1061,Grocery,52,135.35,7038.2,True,811,10,129,0,False
SALE-509017,2024-03-12,STORE-03,South,PROD-1192,Grocery,6,37.24,223.44,False,112,14,61,33,False
SALE-509018,2024-01-12,STORE-03,South,PROD-1011,Household,20,54.45,1089.0,False,159,10,80,121,False
SALE-509019,2024-02-12,STORE-02,West,PROD-1655,Household,25,98.62,2465.5,True,152,7,63,86,False
SALE-509020,2024-03-06,STORE-10,West,PROD-1699,Grocery,13,51.05,663.65,False,356,5,32,0,False
SALE-509021,2025-04-06,STORE-09,East,PROD-1043,Health,21,62.02,1302.42,False,208,5,41,0,False
SALE-509022,2024-07-07,STORE-02,West,PROD-1676,Grocery,32,33.76,1080.32,False,752,7,71,0,False
SALE-509023,2024-01-19,STORE-08,Midwest,PROD-1379,Grocery,28,117.14,3279.92,False,170,14,133,355,False
SALE-509024,2024-10-28,STORE-09,East,PROD-1462,Household,6,110.51,663.06,False,14,10,44,90,True
SALE-509025,2025-09-22,STORE-12,Midwest,PROD-1578,Seasonal,4,121.58,486.32,False,72,7,25,0,False
SALE-509026,2024-08-07,STORE-10,West,PROD-1198,Household,5,28.96,144.8,False,56,3,12,0,False
SALE-509027,2025-09-07,STORE-02,West,PROD-1115,Health,20,72.19,1443.8,False,47,5,40,93,False
SALE-509028,2024-04-05,STORE-04,Midwest,PROD-1223,Grocery,14,41.43,580.02,False,163,7,47,0,False
SALE-509029,2025-02-07,STORE-02,West,PROD-1211,Seasonal,16,89.45,1431.2,False,60,3,21,9,False
SALE-509030,2024-01-10,STORE-10,West,PROD-1740,Seasonal,12,39.58,474.96,False,213,7,43,0,False
SALE-509031,2024-03-29,STORE-01,East,PROD-1575,Electronics,4,109.4,437.6,False,73,10,36,3,False
SALE-509032,2025-08-21,STORE-12,Midwest,PROD-1249,Household,12,118.68,1424.16,False,207,10,62,0,False
SALE-509033,2025-04-05,STORE-01,East,PROD-1141,Apparel,18,69.53,1251.54,False,254,5,38,0,False
SALE-509034,2024-11-20,STORE-05,East,PROD-1217,Seasonal,2,53.95,107.9,False,9,3,7,4,False
SALE-509035,2024-08-19,STORE-04,Midwest,PROD-1020,Grocery,5,141.96,709.8,False,75,5,20,0,False
SALE-509036,2024-10-02,STORE-08,Midwest,PROD-1461,Health,2,79.83,159.66,False,0,3,7,13,True
SALE-509037,2025-09-19,STORE-08,Midwest,PROD-1041,Grocery,30,51.74,1552.2,False,422,7,69,0,False
SALE-509038,2024-07-04,STORE-08,Midwest,PROD-1504,Household,10,45.45,454.5,False,146,5,28,0,False
SALE-509039,2025-08-27,STORE-10,West,PROD-1093,Seasonal,3,107.58,322.74,False,59,7,21,0,False
SALE-509040,2024-06-24,STORE-09,East,PROD-1683,Seasonal,3,21.58,64.74,False,61,5,15,0,False
SALE-509041,2025-04-02,STORE-02,West,PROD-1074,Seasonal,1,82.41,82.41,False,11,5,9,3,False
SALE-509042,2025-05-21,STORE-02,West,PROD-1620,Grocery,8,19.03,152.24,False,92,3,15,0,False
SALE-509043,2025-11-26,STORE-06,West,PROD-1112,Seasonal,2,118.96,237.92,False,13,14,35,50,True
SALE-509044,2025-12-28,STORE-02,West,PROD-1569,Electronics,2,319.8,639.6,False,42,7,17,0,False
SALE-509045,2024-01-06,STORE-01,East,PROD-1773,Electronics,13,839.93,10919.09,False,188,7,45,0,False
SALE-509046,2025-03-26,STORE-11,South,PROD-1565,Grocery,12,92.39,1108.68,False,114,10,62,68,False
SALE-509047,2024-05-23,STORE-11,South,PROD-1442,Grocery,16,62.82,1005.12,False,281,3,21,0,False
SALE-509048,2024-08-26,STORE-03,South,PROD-1753,Grocery,2,17.11,34.22,False,33,5,12,0,False
SALE-509049,2025-09-09,STORE-07,South,PROD-1090,Grocery,30,100.45,3013.5,True,455,5,49,0,False
SALE-509050,2024-05-15,STORE-03,South,PROD-1718,Grocery,6,155.64,933.84,False,84,5,22,0,False
SALE-509051,2024-12-09,STORE-12,Midwest,PROD-1281,Grocery,7,21.26,148.82,True,61,5,23,0,False
SALE-509052,2025-02-12,STORE-11,South,PROD-1714,Health,1,128.65,128.65,False,12,5,9,2,False
SALE-509053,2025-11-24,STORE-08,Midwest,PROD-1211,Seasonal,18,89.45,1610.1,False,331,5,38,0,False
SALE-509054,2024-08-28,STORE-11,South,PROD-1755,Household,7,111.59,781.13,False,82,10,47,35,False
SALE-509055,2024-07-09,STORE-03,South,PROD-1446,Health,4,12.2,48.8,False,42,7,25,11,False
SALE-509056,2024-08-30,STORE-09,East,PROD-1264,Grocery,26,28.04,729.04,False,388,5,45,0,False
SALE-509057,2024-04-06,STORE-08,Midwest,PROD-1312,Grocery,17,24.93,423.81,False,249,7,51,0,False
SALE-509058,2024-09-09,STORE-11,South,PROD-1325,Household,2,80.91,161.82,False,28,10,25,17,False
SALE-509059,2024-06-15,STORE-03,South,PROD-1595,Grocery,18,86.4,1555.2,False,94,7,53,85,False
SALE-509060,2025-03-13,STORE-07,South,PROD-1120,Grocery,30,106.47,3194.1,False,344,5,49,0,False
SALE-509061,2025-07-10,STORE-04,Midwest,PROD-1623,Apparel,13,64.46,837.98,False,192,7,45,0,False
SALE-509062,2024-10-01,STORE-05,East,PROD-1002,Apparel,14,79.1,1107.4,True,160,3,20,0,False
SALE-509063,2024-08-11,STORE-02,West,PROD-1711,Seasonal,8,139.76,1118.08,False,102,5,25,0,False
SALE-509064,2024-02-01,STORE-01,East,PROD-1176,Grocery,14,51.08,715.12,False,266,5,33,0,False
SALE-509065,2024-04-24,STORE-11,South,PROD-1264,Grocery,37,28.04,1037.48,True,424,5,54,0,False
SALE-509066,2025-11-27,STORE-08,Midwest,PROD-1512,Apparel,10,38.14,381.4,True,94,3,17,0,False
SALE-509067,2024-02-26,STORE-11,South,PROD-1147,Grocery,27,30.68,828.36,True,516,10,93,0,False
SALE-509068,2025-07-12,STORE-01,East,PROD-1647,Grocery,32,97.79,3129.28,False,676,5,50,0,False
SALE-509069,2025-01-05,STORE-01,East,PROD-1643,Apparel,5,96.6,483.0,False,57,5,20,0,False
SALE-509070,2025-04-01,STORE-11,South,PROD-1702,Household,11,63.81,701.91,False,137,7,41,0,False
SALE-509071,2024-04-07,STORE-07,South,PROD-1752,Health,19,18.49,351.31,False,185,3,23,0,False
SALE-509072,2024-12-24,STORE-02,West,PROD-1735,Grocery,13,99.8,1297.4,False,166,3,19,0,False
SALE-509073,2025-07-05,STORE-10,West,PROD-1537,Household,13,28.32,368.16,False,179,3,19,0,False
SALE-509074,2024-07-21,STORE-08,Midwest,PROD-1426,Grocery,26,33.9,881.4,False,230,10,91,121,False
SALE-509075,2025-04-20,STORE-04,Midwest,PROD-1381,Apparel,4,108.7,434.8,False,46,3,10,0,False
SALE-509076,2024-03-20,STORE-12,Midwest,PROD-1515,Grocery,15,46.78,701.7,False,55,7,48,98,False
SALE-509077,2024-08-28,STORE-07,South,PROD-1724,Health,10,28.33,283.3,False,257,7,39,0,False
SALE-509078,2025-08-06,STORE-03,South,PROD-1629,Electronics,7,755.55,5288.85,False,156,7,33,0,False
SALE-509079,2025-07-19,STORE-07,South,PROD-1718,Grocery,7,155.64,1089.48,False,117,10,47,0,False
SALE-509080,2024-07-16,STORE-03,South,PROD-1565,Grocery,14,92.39,1293.46,False,148,10,67,59,False
SALE-509081,2025-08-04,STORE-11,South,PROD-1743,Seasonal,1,42.82,42.82,False,0,3,5,8,True
SALE-509082,2024-04-24,STORE-09,East,PROD-1328,Health,4,57.08,228.32,False,48,7,25,5,False
SALE-509083,2024-04-24,STORE-10,West,PROD-1145,Seasonal,1,118.52,118.52,False,12,10,18,16,True
SALE-509084,2025-07-16,STORE-05,East,PROD-1580,Seasonal,2,98.99,197.98,False,50,3,7,0,False
SALE-509085,2024-05-20,STORE-05,East,PROD-1650,Health,21,36.48,766.08,False,339,10,82,0,False
SALE-509086,2024-02-03,STORE-08,Midwest,PROD-1789,Apparel,5,95.42,477.1,False,64,10,40,26,False
SALE-509087,2025-07-21,STORE-09,East,PROD-1212,Grocery,5,95.89,479.45,False,145,3,12,0,False
SALE-509088,2025-12-09,STORE-05,East,PROD-1644,Household,21,12.78,268.38,False,514,7,57,0,False
SALE-509089,2024-05-07,STORE-01,East,PROD-1638,Apparel,6,124.48,746.88,False,72,7,30,0,False
SALE-509090,2024-11-06,STORE-08,Midwest,PROD-1163,Apparel,2,38.3,76.6,False,39,7,17,0,False
SALE-509091,2025-06-04,STORE-09,East,PROD-1773,Electronics,12,839.93,10079.16,True,99,3,18,0,False
SALE-509092,2024-12-21,STORE-08,Midwest,PROD-1767,Household,6,114.43,686.58,False,58,3,13,0,False
SALE-509093,2025-04-04,STORE-11,South,PROD-1412,Electronics,15,318.29,4774.35,False,111,10,69,108,False
SALE-509094,2024-01-23,STORE-11,South,PROD-1734,Seasonal,8,96.98,775.84,False,36,7,35,55,False
SALE-509095,2025-03-07,STORE-07,South,PROD-1179,Household,6,107.1,642.6,False,90,7,30,0,False
SALE-509096,2025-10-07,STORE-09,East,PROD-1482,Health,4,50.66,202.64,False,44,10,36,32,False
SALE-509097,2024-08-15,STORE-06,West,PROD-1475,Grocery,5,57.92,289.6,False,25,5,20,20,False
SALE-509098,2024-05-28,STORE-12,Midwest,PROD-1214,Seasonal,6,31.12,186.72,False,92,10,44,12,False
SALE-509099,2025-12-21,STORE-06,West,PROD-1259,Grocery,3,65.26,195.78,False,66,7,21,0,False
SALE-509100,2025-06-24,STORE-06,West,PROD-1775,Grocery,15,77.69,1165.35,False,245,5,34,0,False
SALE-509101,2024-10-30,STORE-04,Midwest,PROD-1158,Grocery,7,130.03,910.21,False,156,5,23,0,False
SALE-509102,2024-10-09,STORE-10,West,PROD-1392,Grocery,0,30.54,0.0,False,0,3,5,5,True
SALE-509103,2025-09-20,STORE-06,West,PROD-1599,Electronics,5,727.67,3638.35,False,121,5,20,0,False
SALE-509104,2024-05-14,STORE-01,East,PROD-1603,Grocery,15,9.89,148.35,False,190,14,97,117,False
SALE-509105,2025-08-25,STORE-04,Midwest,PROD-1071,Grocery,3,16.11,48.33,False,39,10,31,22,False
SALE-509106,2024-10-16,STORE-09,East,PROD-1738,Seasonal,11,57.7,634.7,False,137,14,83,100,False
SALE-509107,2024-09-17,STORE-06,West,PROD-1225,Household,2,28.72,57.44,False,8,10,25,37,True
SALE-509108,2024-05-16,STORE-12,Midwest,PROD-1654,Household,13,143.78,1869.14,False,129,7,45,7,False
SALE-509109,2024-08-16,STORE-12,Midwest,PROD-1682,Grocery,20,124.83,2496.6,False,498,5,40,0,False
SALE-509110,2024-12-10,STORE-06,West,PROD-1589,Electronics,4,570.73,2282.92,False,50,3,10,0,False
SALE-509111,2024-10-14,STORE-07,South,PROD-1336,Grocery,30,90.99,2729.7,False,534,3,29,0,False
SALE-509112,2024-11-18,STORE-05,East,PROD-1530,Health,5,84.57,422.85,False,55,14,56,71,True
SALE-509113,2024-12-20,STORE-01,East,PROD-1220,Household,4,36.87,147.48,False,27,5,18,11,False
SALE-509114,2024-02-27,STORE-10,West,PROD-1466,Grocery,14,35.28,493.92,False,199,5,33,0,False
SALE-509115,2024-07-18,STORE-08,Midwest,PROD-1384,Apparel,3,86.68,260.04,True,13,3,9,5,False
SALE-509116,2025-04-10,STORE-08,Midwest,PROD-1714,Health,3,128.65,385.95,False,25,3,9,0,False
SALE-509117,2024-02-21,STORE-06,West,PROD-1752,Health,22,18.49,406.78,False,287,14,118,139,False
SALE-509118,2024-09-28,STORE-06,West,PROD-1169,Electronics,6,374.98,2249.88,False,135,5,22,0,False
SALE-509119,2024-08-19,STORE-12,Midwest,PROD-1001,Grocery,16,20.84,333.44,False,252,14,100,72,False
SALE-509120,2024-09-18,STORE-01,East,PROD-1044,Grocery,5,150.41,752.05,False,10,5,20,35,True
SALE-509121,2024-10-06,STORE-06,West,PROD-1488,Electronics,0,449.45,0.0,False,0,7,12,12,True
SALE-509122,2025-08-07,STORE-11,South,PROD-1615,Grocery,7,5.6,39.2,False,156,5,23,0,False
SALE-509123,2025-12-07,STORE-05,East,PROD-1567,Household,14,40.93,573.02,False,103,7,47,42,False
SALE-509124,2025-02-25,STORE-12,Midwest,PROD-1443,Seasonal,4,76.18,304.72,False,62,10,36,14,False
SALE-509125,2024-09-19,STORE-03,South,PROD-1628,Grocery,15,7.29,109.35,False,175,14,97,132,False
SALE-509126,2024-03-05,STORE-10,West,PROD-1643,Apparel,9,96.6,869.4,False,121,5,27,0,False
SALE-509127,2024-04-25,STORE-05,East,PROD-1744,Health,16,33.18,530.88,True,310,5,36,0,False
SALE-509128,2025-03-16,STORE-03,South,PROD-1550,Grocery,13,15.16,197.08,False,208,7,45,0,False
SALE-509129,2024-11-28,STORE-03,South,PROD-1081,Household,14,51.34,718.76,False,168,5,33,0,False
SALE-509130,2024-01-24,STORE-03,South,PROD-1142,Household,25,117.45,2936.25,False,411,3,27,0,False
SALE-509131,2024-06-05,STORE-02,West,PROD-1439,Household,5,69.73,348.65,False,53,5,20,0,False
SALE-509132,2024-06-17,STORE-09,East,PROD-1574,Grocery,8,113.1,904.8,True,95,7,35,0,False
SALE-509133,2025-08-15,STORE-10,West,PROD-1741,Health,3,97.88,293.64,False,49,5,15,0,False
SALE-509134,2025-05-31,STORE-07,South,PROD-1011,Household,20,54.45,1089.0,False,360,7,56,0,False
SALE-509135,2025-04-10,STORE-01,East,PROD-1123,Grocery,20,10.17,203.4,False,230,10,80,50,False
SALE-509136,2025-10-25,STORE-05,East,PROD-1508,Electronics,12,110.11,1321.32,False,211,3,18,0,False
SALE-509137,2025-04-02,STORE-07,South,PROD-1078,Electronics,9,339.81,3058.29,False,79,14,75,122,False
SALE-509138,2024-09-15,STORE-07,South,PROD-1723,Household,3,112.95,338.85,False,56,10,31,5,False
SALE-509139,2025-08-30,STORE-04,Midwest,PROD-1517,Grocery,6,58.05,348.3,False,33,5,22,19,False
SALE-509140,2024-09-09,STORE-12,Midwest,PROD-1103,Household,3,107.61,322.83,False,40,14,43,45,True
SALE-509141,2024-10-01,STORE-04,Midwest,PROD-1253,Health,3,67.63,202.89,False,66,10,31,0,False
SALE-509142,2025-09-29,STORE-08,Midwest,PROD-1333,Grocery,12,7.24,86.88,False,117,10,62,65,False
SALE-509143,2024-08-19,STORE-01,East,PROD-1528,Grocery,19,129.71,2464.49,False,112,10,78,156,False
SALE-509144,2024-06-17,STORE-09,East,PROD-1782,Household,19,33.02,627.38,False,287,5,39,0,False
SALE-509145,2025-03-30,STORE-02,West,PROD-1504,Household,14,45.45,636.3,False,125,3,20,0,False
SALE-509146,2025-10-08,STORE-04,Midwest,PROD-1186,Grocery,6,31.55,189.3,False,28,10,44,76,True
SALE-509147,2024-03-12,STORE-03,South,PROD-1787,Electronics,3,489.12,1467.36,False,39,5,15,0,False
SALE-509148,2025-02-15,STORE-11,South,PROD-1134,Health,7,45.32,317.24,False,122,3,14,0,False
SALE-509149,2025-04-11,STORE-02,West,PROD-1547,Grocery,31,15.42,478.02,False,932,5,50,0,False
SALE-509150,2024-02-07,STORE-11,South,PROD-1444,Household,5,20.06,100.3,False,44,5,20,1,False
SALE-509151,2025-12-28,STORE-04,Midwest,PROD-1413,Grocery,15,37.29,559.35,True,228,14,97,79,False
SALE-509152,2024-04-24,STORE-02,West,PROD-1644,Household,23,12.78,293.94,False,250,10,86,66,False
SALE-509153,2024-08-18,STORE-01,East,PROD-1289,Health,9,100.01,900.09,True,110,7,37,0,False
SALE-509154,2025-05-04,STORE-12,Midwest,PROD-1700,Grocery,24,167.84,4028.16,False,405,10,88,0,False
SALE-509155,2025-06-24,STORE-07,South,PROD-1453,Grocery,13,59.67,775.71,False,116,5,32,0,False
SALE-509156,2025-11-30,STORE-01,East,PROD-1575,Electronics,8,109.4,875.2,False,41,10,50,89,True
SALE-509157,2025-05-21,STORE-09,East,PROD-1012,Apparel,3,46.53,139.59,False,39,7,21,3,False
SALE-509158,2024-12-28,STORE-02,West,PROD-1004,Grocery,40,89.03,3561.2,False,525,7,79,0,False
SALE-509159,2024-04-19,STORE-02,West,PROD-1338,Health,5,49.03,245.15,False,127,5,20,0,False
SALE-509160,2024-01-21,STORE-08,Midwest,PROD-1075,Household,6,113.52,681.12,False,112,7,30,0,False
SALE-509161,2025-07-04,STORE-09,East,PROD-1456,Household,9,20.06,180.54,False,124,5,27,0,False
SALE-509162,2025-02-23,STORE-10,West,PROD-1330,Grocery,6,55.74,334.44,False,57,5,22,0,False
SALE-509163,2025-12-05,STORE-05,East,PROD-1195,Grocery,37,127.01,4699.37,False,232,5,54,7,False
SALE-509164,2024-05-28,STORE-02,West,PROD-1682,Grocery,36,124.83,4493.88,False,262,5,54,0,False
SALE-509165,2025-02-23,STORE-01,East,PROD-1170,Electronics,3,442.21,1326.63,False,38,7,21,4,False
SALE-509166,2024-02-02,STORE-06,West,PROD-1119,Household,3,28.07,84.21,False,34,3,9,0,False
SALE-509167,2025-08-28,STORE-08,Midwest,PROD-1156,Seasonal,10,86.92,869.2,False,219,10,56,0,False
SALE-509168,2025-06-10,STORE-12,Midwest,PROD-1550,Grocery,13,15.16,197.08,False,201,10,64,0,False
SALE-509169,2024-02-07,STORE-06,West,PROD-1687,Household,5,63.08,315.4,False,0,10,40,90,True
SALE-509170,2025-12-16,STORE-10,West,PROD-1384,Apparel,3,86.68,260.04,False,61,14,43,24,False
SALE-509171,2024-02-19,STORE-10,West,PROD-1776,Household,4,63.8,255.2,False,83,10,36,0,False
SALE-509172,2025-03-05,STORE-05,East,PROD-1673,Grocery,19,33.09,628.71,False,265,7,54,0,False
SALE-509173,2024-05-10,STORE-11,South,PROD-1097,Grocery,7,45.59,319.13,True,70,7,33,12,False
SALE-509174,2024-12-04,STORE-08,Midwest,PROD-1277,Electronics,1,129.5,129.5,False,0,10,18,28,True
SALE-509175,2025-01-22,STORE-07,South,PROD-1625,Health,4,12.01,48.04,False,41,3,10,0,False
SALE-509176,2024-01-22,STORE-11,South,PROD-1601,Health,5,21.41,107.05,False,91,5,20,0,False
SALE-509177,2025-04-30,STORE-07,South,PROD-1157,Electronics,2,752.06,1504.12,False,13,5,12,9,False
SALE-509178,2025-01-27,STORE-03,South,PROD-1245,Grocery,10,19.92,199.2,False,154,10,56,2,False
SALE-509179,2025-12-14,STORE-09,East,PROD-1028,Grocery,19,30.13,572.47,False,81,5,39,53,False
SALE-509180,2025-09-04,STORE-04,Midwest,PROD-1727,Health,19,12.95,246.05,False,296,3,23,0,False
SALE-509181,2024-06-12,STORE-02,West,PROD-1330,Grocery,6,55.74,334.44,False,195,10,44,0,False
SALE-509182,2025-11-08,STORE-06,West,PROD-1441,Grocery,14,140.41,1965.74,False,289,3,20,0,False
SALE-509183,2025-10-06,STORE-10,West,PROD-1668,Health,4,108.65,434.6,False,52,10,36,24,False
SALE-509184,2025-10-26,STORE-03,South,PROD-1078,Electronics,10,339.81,3398.1,False,99,10,56,57,False
SALE-509185,2024-01-05,STORE-12,Midwest,PROD-1264,Grocery,33,28.04,925.32,False,285,14,144,321,False
SALE-509186,2025-03-26,STORE-04,Midwest,PROD-1647,Grocery,36,97.79,3520.44,False,494,10,108,0,False
SALE-509187,2024-05-12,STORE-12,Midwest,PROD-1330,Grocery,9,55.74,501.66,False,108,3,16,0,False
SALE-509188,2025-10-15,STORE-01,East,PROD-1647,Grocery,31,97.79,3031.49,False,529,3,30,0,False
SALE-509189,2024-03-17,STORE-04,Midwest,PROD-1390,Electronics,3,78.42,235.26,False,60,7,21,0,False
SALE-509190,2025-08-11,STORE-03,South,PROD-1188,Seasonal,6,90.52,543.12,False,89,10,44,15,False
SALE-509191,2024-03-28,STORE-12,Midwest,PROD-1237,Household,7,86.77,607.39,False,98,7,33,0,False
SALE-509192,2025-12-20,STORE-04,Midwest,PROD-1733,Seasonal,5,52.78,263.9,False,70,7,28,0,False
SALE-509193,2025-01-18,STORE-02,West,PROD-1191,Electronics,3,145.29,435.87,False,51,7,21,0,False
SALE-509194,2025-08-18,STORE-11,South,PROD-1557,Health,7,81.81,572.67,False,124,10,47,0,False
SALE-509195,2024-03-28,STORE-07,South,PROD-1459,Health,10,120.97,1209.7,False,128,5,28,0,False
SALE-509196,2025-04-17,STORE-10,West,PROD-1458,Household,4,92.63,370.52,False,53,5,18,0,False
SALE-509197,2025-05-12,STORE-10,West,PROD-1750,Electronics,4,222.84,891.36,False,24,7,25,29,True
SALE-509198,2024-06-15,STORE-09,East,PROD-1333,Grocery,17,7.24,123.08,False,203,5,37,0,False
SALE-509199,2025-08-25,STORE-10,West,PROD-1094,Seasonal,1,149.89,149.89,False,3,7,12,16,True
SALE-509200,2024-08-17,STORE-05,East,PROD-1586,Electronics,10,519.34,5193.4,False,94,5,28,0,False
SALE-509201,2025-11-23,STORE-08,Midwest,PROD-1181,Apparel,10,32.22,322.2,False,168,3,17,0,False
SALE-509202,2024-06-04,STORE-08,Midwest,PROD-1746,Seasonal,5,99.66,498.3,False,104,10,40,0,False
SALE-509203,2025-03-05,STORE-12,Midwest,PROD-1537,Household,14,28.32,396.48,False,123,3,20,0,False
SALE-509204,2025-06-06,STORE-09,East,PROD-1729,Household,10,81.52,815.2,False,143,5,28,0,False
SALE-509205,2024-02-13,STORE-11,South,PROD-1212,Grocery,3,95.89,287.67,False,44,3,9,0,False
SALE-509206,2025-07-28,STORE-07,South,PROD-1011,Household,22,54.45,1197.9,False,255,5,42,0,False
SALE-509207,2025-04-18,STORE-12,Midwest,PROD-1737,Apparel,5,133.34,666.7,False,100,5,20,0,False
SALE-509208,2024-09-04,STORE-09,East,PROD-1017,Grocery,4,83.9,335.6,False,72,7,25,0,False
SALE-509209,2024-01-31,STORE-03,South,PROD-1449,Household,21,37.96,797.16,False,100,3,24,0,False
SALE-509210,2025-08-02,STORE-12,Midwest,PROD-1158,Grocery,5,130.03,650.15,False,73,5,20,0,False
SALE-509211,2025-07-25,STORE-02,West,PROD-1545,Grocery,11,115.87,1274.57,False,206,3,17,0,False
SALE-509212,2024-05-07,STORE-12,Midwest,PROD-1150,Household,9,19.31,173.79,False,82,3,16,0,False
SALE-509213,2024-03-05,STORE-12,Midwest,PROD-1790,Household,8,119.68,957.44,False,143,3,15,0,False
SALE-509214,2024-03-01,STORE-12,Midwest,PROD-1247,Grocery,31,73.68,2284.08,False,518,7,70,0,False
SALE-509215,2024-08-11,STORE-12,Midwest,PROD-1796,Health,19,91.29,1734.51,False,334,7,54,0,False
SALE-509216,2025-09-28,STORE-11,South,PROD-1640,Seasonal,0,74.95,0.0,False,0,14,25,25,True
SALE-509217,2025-07-14,STORE-09,East,PROD-1148,Grocery,4,27.93,111.72,False,62,10,36,14,False
